creatorNaId,heading,authorityType,recordCount,recordGroupCount,recordGroups,creatorTypes
10492175,Committee for European Economic Cooperation. European Customs Union Study Group. Session (5th : 1949 : Brussels). U.S. Delegation. (11/14/1949 - 11/17/1949),organization,1,1,43,Most Recent=1
10442274,Committee for the Marshall Plan,organization,1,1,353,Most Recent=1
10490234,Committee on Public Information. Division of Films. (09/25/1917 - 06/1919),organization,1,1,63,Most Recent=1
10472892,Committee on Public Information. Division of Foreign Language Publications. (04/1917 - 03/1918),organization,1,1,63,Most Recent=1
10488475,Committee on Public Information. Division of Labor Publications. (08/1917 - 12/31/1918),organization,1,1,63,Most Recent=1
10488476,Committee on Public Information. Division of News. (04/1917 - 12/1918),organization,1,1,63,Most Recent=1
10488650,Committee on Public Information. Division of Pictures. (09/25/1917 - 03/1918),organization,1,1,63,Most Recent=1
10488825,Committee on Public Information. Division of Reference. (11/12/1918 - 03/1919),organization,1,1,63,Most Recent=1
10489174,Committee on Public Information. Division of Work With the Foreign Born. (05/1918 - 05/1919),organization,1,1,63,Most Recent=1
10490955,Committee on Public Information. Foreign Section. Foreign Press Bureau-Mail Service. (11/1917 - 05/1919),organization,1,1,63,Most Recent=1
10476953,"Committee on Public Information. Foreign Section. Office of the Commissioner at Lima, Peru. (09/1917 - 06/1919)",organization,1,1,63,Most Recent=1
10476751,"Committee on Public Information. Foreign Section. Office of the Commissioner at Santiago, Chile. (09/1917 - 06/1919)",organization,1,1,63,Most Recent=1
10574332,"Compton, Wilson Martindale, 1890-1967",person,1,1,306,Speaker=1
10442811,Conference Board of the Associated Research Councils. Committee on International Exchange of Persons.,organization,1,1,59,Author=1
10474953,Conference of Cannes (1922). (01/04/1922 - 01/13/1922),organization,1,1,43,Originator=1
10474100,Conference of Deputy Foreign Ministers. U.S. Delegation. (1945 - 1946),organization,1,1,43,Most Recent=1
10502001,Conference of Experts on Passports and Frontier Formalities (1947 : Geneva). U.S. Delegation. (04/14/1947 - 04/25/1947),organization,1,1,43,Most Recent=1
10502820,Conference of North Atlantic States on Ocean Weather Observation Stations on the North Atlantic (London). U.S. Delegation. (09/17/1946 - 08/26/1947),organization,1,1,43,Predecessor=1
10474792,Conference of Paris. (08/1921 - 08/1921),organization,1,1,43,Originator=1
10502615,Conference of the Committee on Disarmament. U.S. Delegation. (1969 - 1978),organization,1,1,43,Most Recent=1
10505869,Conference of the International Union for the Publication of Customs Tariffs (1949 : Brussels). (12/13/1949 - 12/13/1949),organization,1,1,43,Most Recent=1
10492884,"Conference on Antarctica (1959 : Washington, D.C.). U.S. Delegation. (10/15/1959 - 12/01/1959)",organization,1,1,43,Most Recent=1
10505871,"Conference on Education and Economic and Economic and Social Development in Latin America (1962 : Santiago, Chile). U.S. Delegation. (03/05/1962 - 03/19/1962)",organization,1,1,43,Most Recent=1
10502285,Conference on International Economic Cooperation (1975 : Paris). (12/16/1975 - 12/16/1975),organization,1,1,43,Most Recent=1
10493320,Conference on Pasture and Fodder Production in the Mediterranean Area (1951 : Rome). (06/07/1951 - 06/09/1951),organization,1,1,43,Most Recent=1
10571328,"Connally, Tom, 1877-1963",person,1,1,59,Correspondent=1
10444714,Consultative Group on International Agricultural Research.,organization,1,1,286,Correspondent=1
10582055,"Coolidge, Calvin, 1872-1933",person,1,1,76,Recipient=1
10476949,Council of Foreign Ministers. Austrian Treaty Commission. Committee of Experts. (07/1947 - 08/1947),organization,1,1,43,Most Recent=1
10472400,Council of Foreign Ministers. Deputies for Austria Meeting (London). (ca. 04/09/1951 - ca. 07/29/1954),organization,1,1,43,Most Recent=1
10474835,Council of Foreign Ministers. Deputies for the Former Italian Colonies. U.S. Delegation. (10/1947 - 09/1948),organization,1,1,43,Most Recent=1
10473234,Council of Foreign Ministers. Deputy Foreign Ministers Meeting (1951 : Paris). (01/1951 - 06/1951),organization,1,1,43,Originator=1
10475293,Council of Foreign Ministers. Economic Meetings of the Deputies for Austria. U.S. Delegation. (01/15/1947 - 02/20/1947),organization,1,1,43,Most Recent=1
10475292,Council of Foreign Ministers. Joint Meeting of Deputies for Germany and Austria. U.S. Delegation. (01/14/1947 - 01/14/1947),organization,1,1,43,Most Recent=1
10475456,Council of Foreign Ministers. Meeting (4th : 1947 : Moscow). Coordinating Special Committee. (03/24/1947 - 04/15/1947),organization,1,1,43,Most Recent=1
10475457,Council of Foreign Ministers. Meeting (4th : 1947 : Moscow). Deputies for Trieste. (04/22/1947 - 04/24/1947),organization,1,1,43,Most Recent=1
10475944,Council of Foreign Ministers. Meeting (4th : 1947 : Moscow). U.S. Delegation. Office of the Legal Counselor. (01/1947 - 04/1947),organization,1,1,43,Most Recent=1
10475783,Council of Foreign Ministers. Trieste Commission of Inquiry. (ca. 03/1947 - ca. 04/1947),organization,1,1,43,Most Recent=1
10445594,Creative Associates,organization,1,1,286,Recipient=1
28264012,Cryptographic Security Board. Cryptographic Security Coordinating Committee. (1945 - ca. 1946),organization,1,1,353,Most Recent=1
10569311,"Cuny, Frederick C.",person,1,1,286,Correspondent=1
10505870,Customs Cooperation Council. Sessions (37th and 38th : 1962 : Brussels). (09/25/1962 - 10/06/1962),organization,1,1,43,Organizer of meeting=1
10573212,"D'Hauteville, Ellen",person,1,1,76,Originator=1
10581365,"Daly, John A.",person,1,1,286,Correspondent=1
10570026,"Davidow, Jeffrey.",person,1,1,59,Speaker=1
10596264,"Davis, Monnett Bain, 1893-1953",person,1,1,84,Correspondent=1
10487788,Department of Agriculture. Forest Service. (07/01/1905 - ),organization,1,1,286,Correspondent=1
10448036,Department of Commerce and Labor. Coast and Geodetic Survey. Office of the Superintendent. (1903 - 1913),organization,1,1,76,Predecessor=1
10515472,Department of Commerce. Bureau of Public Roads. (08/20/1949 - 04/01/1967),organization,1,1,286,Author=1
10457003,Department of Commerce. Office of the Secretary. (1913 - ),organization,1,1,169,Most Recent=1
10455238,Department of Commerce. Reconstruction Finance Corporation. (02/24/1942 - 1945),organization,1,1,169,Most Recent=1
10455992,Department of Defense. American Mission for Aid to Greece. (06/20/1947 - 03/20/1950),organization,1,1,353,Most Recent=1
10461759,Department of Defense. Department of the Air Force. (09/26/1947 - ),organization,1,1,59,Correspondent=1
10458969,Department of Defense. Department of the Army. (09/18/1947 - ),organization,1,1,59,Correspondent=1
10460608,Department of Defense. Department of the Army. U.S. Army Forces Far East. Eighth U.S. Army. Korea Military Advisory Group. (02/19/1953 - 06/30/1957),organization,1,1,469,Most Recent=1
10466011,Department of Defense. Department of the Navy. (09/18/1947 - ),organization,1,1,59,Correspondent=1
10466120,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Berlin Sector. Manpower Branch. (03/15/1947 - 1949 ?),organization,1,1,466,Predecessor=1
10467673,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Economics Division. Decartelization Branch. (03/15/1947 - 03/1948),organization,1,1,466,Predecessor=1
10468066,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Legal Division. Board of Clemency. (03/15/1947 - 09/21/1949),organization,1,1,466,Predecessor=1
10467871,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Legal Division. Prisons Branch. (03/15/1947 - 09/21/1949),organization,1,1,466,Predecessor=1
10476263,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government for Bremen. Legal Division. (06/1949 - 09/21/1949),organization,1,1,466,Predecessor=1
10515983,"Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government, Bavaria. Civil Administration Branch. Public Health Branch. (03/1948 - 09/21/1949)",organization,1,1,466,Predecessor=1
10468671,"Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government, Bavaria. Legal Division. (03/15/1947 - 09/21/1949)",organization,1,1,466,Predecessor=1
10468483,"Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government, Hesse. Civil Administration Division. (1947 - 09/30/1949)",organization,1,1,466,Predecessor=1
10506553,"Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government, Hesse. Economic Affairs Division. Economics Branch. (07/1949 - 09/21/1949)",organization,1,1,466,Predecessor=1
10506217,"Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government, Hesse. Intelligence Division. (1947 - 09/30/1949)",organization,1,1,466,Predecessor=1
10468676,"Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of Military Government, Wuerttemberg-Baden. Legal Division. (03/15/1947 - 09/22/1949)",organization,1,1,466,Predecessor=1
10465282,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Office of the Chief of Counsel for War Crimes. (03/15/1947 - 06/20/1949),organization,1,1,466,Producer=1
10466056,Department of Defense. European Command. Office of Military Government for Germany (U.S.). Secretariat for U.S. Military Tribunals. (09/18/1947 - 11/15/1949),organization,1,1,466,Predecessor=1
10479084,Department of Defense. Far East Command. Korea Civil Assistance Command. (07/01/1953 - 11/30/1955),organization,1,1,469,Most Recent=1
10514020,Department of Defense. Office of the Assistant Secretary of Defense (International Security Affairs). (06/30/1953 - 07/06/1993),organization,1,1,59,Most Recent=1
10457029,Department of Defense. Office of the Assistant Secretary of Defense (Public Affairs). (08/10/1957 - 01/22/1993),organization,1,1,306,Correspondent=1
10462234,Department of Defense. Office of the Deputy Secretary of Defense. (1949 - ),organization,1,1,59,Predecessor=1
10476964,Department of Justice. Office of the Attorney General. (1870 - ),organization,1,1,306,Correspondent=1
10472541,Department of Justice. Office of the Examiner of Claims for the Department of State. (1870 - 1887),organization,1,1,76,Most Recent=1
10467385,Department of Labor. (1913 - ),organization,1,1,286,Recipient=1
28264019,Department of State. Advisory Committee on Inter-American Cooperation in Agricultural Education. (06/10/1940 - ca. 1945),organization,1,1,353,Most Recent=1
10502237,Department of State. Advisory Committee on the Arts. (1956 - 07/18/1973),organization,1,1,306,Publisher=1
18539650,Department of State. Africa Committee. (02/10/1947 - 11/17/1947),organization,1,1,353,Most Recent=1
26083635,"Department of State. Agency for International Development. AID Liaison Office to London, England. (11/04/1961 - ca. 1964)",organization,1,1,286,Most Recent=1
10507990,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of Capital Development and Finance. (11/04/1961 - 1963),organization,1,1,469,Most Recent=1
26082682,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of Central African Affairs. (11/04/1961 - ca. 1962),organization,1,1,286,Most Recent=1
10536809,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of Development Planning. (11/03/1961 - 1963),organization,1,1,286,Most Recent=1
10507850,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of East - South African Affairs. (11/04/1961 - ca. 1962),organization,1,1,286,Most Recent=1
25367742,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of Institutional Development. Public Health Division. (11/04/1961 - 1963),organization,1,1,286,Predecessor=1
10536680,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of Mediterranean Affairs. (11/04/1961 - 1963),organization,1,1,286,Most Recent=1
10508606,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of West African Affairs. Liberia / Sierra Leone Desk. (11/03/1961 - 1963),organization,1,1,286,Most Recent=1
25367767,Department of State. Agency for International Development. Bureau for Africa and Europe. Office of Western Africa Affairs. (ca. 1963 - 1963),organization,1,1,286,Predecessor=1
10507435,Department of State. Agency for International Development. Bureau for Africa. Office of Central and Anglophone West Africa Affairs. (1977 - 10/01/1979),organization,1,1,286,Most Recent=1
10536967,Department of State. Agency for International Development. Bureau for Africa. Office of Development Planning. (1963 - 10/01/1979),organization,1,1,286,Most Recent=1
10535522,Department of State. Agency for International Development. Bureau for Africa. Office of Development Resources. (1977 - 10/01/1979),organization,1,1,286,Predecessor=1
10506718,Department of State. Agency for International Development. Bureau for Africa. Office of Development Resources. Eastern and Southern Africa Project Division. (1977 - 1977),organization,1,1,286,Predecessor=1
10507013,Department of State. Agency for International Development. Bureau for Africa. Office of Executive Management. (1972 - 1977),organization,1,1,286,Predecessor=1
10535519,Department of State. Agency for International Development. Bureau for Africa. Office of Institutional Development. Education Division. (1963 - ca. 1969),organization,1,1,286,Predecessor=1
25367748,Department of State. Agency for International Development. Bureau for Africa. Office of Institutional Development. Public Health Division. (1963 - ca. 1969),organization,1,1,286,Most Recent=1
26053556,Department of State. Agency for International Development. Bureau for Africa. Office of Management Operations. (1963 - 1967),organization,1,1,286,Most Recent=1
26053557,Department of State. Agency for International Development. Bureau for Africa. Office of Management. (1967 - 1972),organization,1,1,286,Most Recent=1
10527001,Department of State. Agency for International Development. Bureau for Africa. Office of Southern Africa Regional Activities Coordination. Executive Office. (ca. 1968 - ca. 1978),organization,1,1,286,Most Recent=1
10535034,Department of State. Agency for International Development. Bureau for Africa. Office of the Assistant Administrator. (1963 - 10/01/1979),organization,1,1,286,Most Recent=1
10513130,"Department of State. Agency for International Development. Bureau for Africa. Regional Economic Development Services Office, East Africa. (ca. 1973 - 10/01/1979)",organization,1,1,286,Most Recent=1
10512974,"Department of State. Agency for International Development. Bureau for Africa. Regional Technical Aids Center, Paris, France. (01/1963 - ca. 1970)",organization,1,1,286,Most Recent=1
25347640,Department of State. Agency for International Development. Bureau for Asia. Executive Management Staff. (1972 - 1974),organization,1,1,286,Most Recent=1
10513797,"Department of State. Agency for International Development. Bureau for Asia. Office of East Asian Affairs. Office of Regional Development. Office of Regional Economic Development, Bangkok, Thailand. (1976 - 1976)",organization,1,1,286,Most Recent=1
10535255,Department of State. Agency for International Development. Bureau for Asia. Office of South Asian Affairs. (02/1972 - 02/1975),organization,1,1,286,Most Recent=1
26082690,Department of State. Agency for International Development. Bureau for Asia. Office of Technical Resources. Education and Human Resources Development Division. (10/1975 - 1978),organization,1,1,286,Most Recent=1
10536111,Department of State. Agency for International Development. Bureau for Development Support. Office of Agriculture. Economics and Sector Planning Division. (1978 - 10/01/1979),organization,1,1,286,Predecessor=1
10536963,Department of State. Agency for International Development. Bureau for Development Support. Office of Population. Latin America Division. (1978 - 10/01/1979),organization,1,1,286,Most Recent=1
10535550,Department of State. Agency for International Development. Bureau for Development Support. Office of Science and Technology. (02/1979 - 10/01/1979),organization,1,1,286,Most Recent=1
10508345,"Department of State. Agency for International Development. Bureau for East Asia. Office of Indonesia, Malaysia, and Singapore Affairs. (ca. 1970 - 10/1971)",organization,1,1,286,Predecessor=1
10535060,Department of State. Agency for International Development. Bureau for East Asia. Office of Laos Affairs. (1974 - 10/1975),organization,1,1,286,Most Recent=1
26082739,Department of State. Agency for International Development. Bureau for East Asia. Office of Northeast Asia and Philippines Affairs. (ca. 1969 - 1971),organization,1,1,286,Most Recent=1
10513641,"Department of State. Agency for International Development. Bureau for East Asia. Office of Philippines, Indonesia, Thailand, Korea, Burma, and Regional Development Affairs. Office of Regional Development. Office of Regional Economic Development, Bangkok, Thailand. (1974 - 1975)",organization,1,1,286,Most Recent=1
10512872,Department of State. Agency for International Development. Bureau for East Asia. Office of Technical Development. Public Health Division. (1974 - 1975),organization,1,1,286,Most Recent=1
26082731,Department of State. Agency for International Development. Bureau for East Asia. Office of Technical Services. (1969 - 1971),organization,1,1,286,Most Recent=1
26082721,Department of State. Agency for International Development. Bureau for East Asia. Technical Advisory Staff. (06/1967 - 1969),organization,1,1,286,Most Recent=1
24908898,Department of State. Agency for International Development. Bureau for East Asia. Technical Advisory Staff. Public Health and Population Division. (1968 - 1969),organization,1,1,286,Most Recent=1
10505219,Department of State. Agency for International Development. Bureau for Far East. China Division. (11/04/1961 - ca. 1972),organization,1,1,469,Most Recent=1
10536685,Department of State. Agency for International Development. Bureau for Far East. Office of China Affairs. (11/04/1961 - 1965),organization,1,1,286,Most Recent=1
10508573,Department of State. Agency for International Development. Bureau for Far East. Office of Indonesia Affairs. (1963 - 1964),organization,1,1,286,Most Recent=1
10491934,Department of State. Agency for International Development. Bureau for Far East. Office of Philippine Affairs. (11/04/1961 - 1963),organization,1,1,286,Most Recent=1
25463652,Department of State. Agency for International Development. Bureau for Far East. Office of Philippines Affairs. (1963 - 1964),organization,1,1,286,Predecessor=1
10534479,Department of State. Agency for International Development. Bureau for Intragovernmental and International Affairs. Office of International Affairs. (1977 - 10/01/1979),organization,1,1,286,Most Recent=1
10534408,Department of State. Agency for International Development. Bureau for Latin America and the Caribbean. Office of Central American and Panamanian Affairs. (1978 - 10/01/1979),organization,1,1,286,Most Recent=1
10507538,Department of State. Agency for International Development. Bureau for Latin America and the Caribbean. Regional Office for Central American Programs. Capital Development Office. (1977 - 10/01/1979),organization,1,1,286,Most Recent=1
10507388,Department of State. Agency for International Development. Bureau for Latin America and the Caribbean. Regional Office for Central American Programs. Regional Agricultural Development Office. (1977 - 10/01/1979),organization,1,1,286,Predecessor=1
10507708,Department of State. Agency for International Development. Bureau for Latin America. Education and Human Resources Division. (1977 - 1978),organization,1,1,286,Most Recent=1
10534719,Department of State. Agency for International Development. Bureau for Latin America. Office of Central American Affairs. (ca. 1964 - 1966),organization,1,1,286,Most Recent=1
25367810,Department of State. Agency for International Development. Bureau for Latin America. Office of Management and Operations. (ca. 1964 - ca. 1965),organization,1,1,286,Predecessor=1
10534720,Department of State. Agency for International Development. Bureau for Latin America. Office of the Country Director for Central America. (1966 - 1971),organization,1,1,286,Most Recent=1
10507389,Department of State. Agency for International Development. Bureau for Latin America. Regional Office for Central American Programs. Office of the Director. (1962 - 1977),organization,1,1,286,Most Recent=1
10513126,Department of State. Agency for International Development. Bureau for Latin America. Regional Office for Central American Programs. Social Development Office. (ca. 1974 - 1977),organization,1,1,286,Most Recent=1
10514065,"Department of State. Agency for International Development. Bureau for Latin America. Regional Technical Aids Center, Mexico City, Mexico. (11/04/1961 - ca. 1977)",organization,1,1,286,Most Recent=1
25347641,Department of State. Agency for International Development. Bureau for Near East and South Asia. Executive Management Staff. (1974 - 10/1975),organization,1,1,286,Most Recent=1
25362046,Department of State. Agency for International Development. Bureau for Near East and South Asia. Office of Capital Development and Engineering. Engineering Division (1968 - 02/1972),organization,1,1,286,Most Recent=1
25347638,Department of State. Agency for International Development. Bureau for Near East and South Asia. Office of Management. (1966 - 02/1972),organization,1,1,286,Predecessor=1
10535419,Department of State. Agency for International Development. Bureau for Near East and South Asia. Office of South Asian Affairs. (06/1967 - 02/1972),organization,1,1,286,Most Recent=1
26171352,Department of State. Agency for International Development. Bureau for Near East. Office of Capital Development. (ca. 10/1975 - 1978),organization,1,1,286,Most Recent=1
75642597,Department of State. Agency for International Development. Bureau for Near East. Office of Development Planning. (1974 - 10/01/1979),organization,1,1,286,Most Recent=1
10512265,Department of State. Agency for International Development. Bureau for Near East. Office of Near Eastern and North African Affairs. (1977 - 10/01/1979),organization,1,1,286,Most Recent=1
10526571,Department of State. Agency for International Development. Bureau for Population and Humanitarian Assistance. Office of Population. African Division. (1972 - 1978),organization,1,1,286,Most Recent=1
10535616,Department of State. Agency for International Development. Bureau for Population and Humanitarian Assistance. Office of Private and Voluntary Cooperation. Office of the Liaison Officer for Voluntary Agencies. (1972 - 1973),organization,1,1,286,Most Recent=1
10513603,Department of State. Agency for International Development. Bureau for Population and Humanitarian Assistance. Office of Private and Voluntary Cooperation. Program Operations Division. (1972 - 1977),organization,1,1,286,Most Recent=1
10512367,Department of State. Agency for International Development. Bureau for Population and Humanitarian Assistance. Office of U.S. Foreign Disaster Assistance. (1976 - 1976),organization,1,1,286,Most Recent=1
10527749,Department of State. Agency for International Development. Bureau for Private and Development Cooperation. Office of Food for Peace. (1978 - 10/01/1979),organization,1,1,286,Most Recent=1
10514073,Department of State. Agency for International Development. Bureau for Private and Development Cooperation. Office of U.S. Foreign Disaster Assistance. (1978 - 10/01/1979),organization,1,1,286,Most Recent=1
10497879,Department of State. Agency for International Development. Bureau for Program and Management Services. Directives Staff. Manuals and Issuances. (1971 - 1974),organization,1,1,286,Most Recent=1
10497221,Department of State. Agency for International Development. Bureau for Program and Management Services. Office of Management Planning. (1972 - 10/01/1979),organization,1,1,286,Most Recent=1
10526698,Department of State. Agency for International Development. Bureau for Program and Management Services. Office of the Controller. (02/17/1972 - 10/01/1979),organization,1,1,286,Most Recent=1
10513779,Department of State. Agency for International Development. Bureau for Program and Policy Coordination. Office of Policy Development and Analysis. (1970 - 1978),organization,1,1,286,Most Recent=1
10462439,Department of State. Agency for International Development. Bureau for Program and Policy Coordination. Statistics and Report Division. (1960 - 1974),organization,1,1,286,Most Recent=1
10513339,Department of State. Agency for International Development. Bureau for Supporting Assistance. Office of Capital and Commercial Development. (1973 - 1974),organization,1,1,286,Most Recent=1
10512722,Department of State. Agency for International Development. Bureau for Supporting Assistance. Office of Technical and Capital Development. Public Health Division. (1972 - 1973),organization,1,1,286,Most Recent=1
26121250,Department of State. Agency for International Development. Bureau for Supporting Assistance. Office of the Deputy Assistant Administrator for Inter-Regional Programs. (1971 - 1972),organization,1,1,286,Most Recent=1
25367738,Department of State. Agency for International Development. Bureau for Supporting Assistance. Office of the Deputy Assistant Administrator for Inter-Regional Programs. Office of Technical Services. (1971 - 1972),organization,1,1,286,Predecessor=1
24908890,Department of State. Agency for International Development. Bureau for Supporting Assistance. Office of the Deputy Assistant Administrator for Inter-Regional Programs. Office of Technical Services. Agriculture and Rural Development Division. (1971 - 1972),organization,1,1,286,Most Recent=1
10534565,Department of State. Agency for International Development. Bureau for Technical Assistance. Inter-Regional Research Staff. (1975 - 1978),organization,1,1,286,Most Recent=1
10535206,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Agriculture and Fisheries. (ca. 1970 - 1971),organization,1,1,286,Most Recent=1
10535205,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Agriculture. (1971 - 1978),organization,1,1,286,Most Recent=1
10534556,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Development Administration. (1969 - 1978),organization,1,1,286,Predecessor=1
10535563,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Education and Human Resources. (ca. 1969 - 1978),organization,1,1,286,Most Recent=1
10535167,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Population. Analysis and Evaluation Division. (1970 - 1972),organization,1,1,286,Predecessor=1
10535183,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Program and Methodology. (ca. 1969 - 1975),organization,1,1,286,Most Recent=1
10536491,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Rural Development. (1975 - 1978),organization,1,1,286,Most Recent=1
10535708,Department of State. Agency for International Development. Bureau for Technical Assistance. Office of Science and Technology. (1970 - ca. 02/1979),organization,1,1,286,Most Recent=1
10503687,Department of State. Agency for International Development. Executive Secretariat. Policy Information Staff. (11/04/1961 - ca. 1979),organization,1,1,469,Most Recent=1
10512999,Department of State. Agency for International Development. Information Staff. Public Affairs Division. (1963 - ca. 1968),organization,1,1,286,Most Recent=1
10536245,Department of State. Agency for International Development. International Development Organizations Staff. (11/04/1961 - 1964),organization,1,1,286,Most Recent=1
10536571,Department of State. Agency for International Development. International Development Organizations Staff. OECD Development Advisory Committee Division. (11/04/1961 - 1964),organization,1,1,286,Most Recent=1
10528084,Department of State. Agency for International Development. Office for Private Overseas Programs. (04/1970 - 1972),organization,1,1,286,Predecessor=1
10527534,Department of State. Agency for International Development. Office for Private Overseas Programs. Technical Programs Division. Cooperative Development Service. (1970 - 1972),organization,1,1,286,Most Recent=1
10512294,Department of State. Agency for International Development. Office of Educational and Social Development. Public Administration Division. (11/04/1961 - 1963),organization,1,1,286,Most Recent=1
10470628,Department of State. Agency for International Development. Office of International Training. (11/03/1961 - 1979),organization,1,1,286,Most Recent=1
10535440,Department of State. Agency for International Development. Office of Material Resources. Food for Peace Division. Food for Development Branch. (1964 - 03/02/1967),organization,1,1,286,Most Recent=1
147967943,Department of State. Agency for International Development. Office of Material Resources. Office of the Assistant Administrator. (11/04/1961 - 03/23/1967),organization,1,1,286,Most Recent=1
10492610,Department of State. Agency for International Development. Office of Personnel Administration. Employee Relations Division. Dependent Education Branch. (ca. 1964 - ca. 1964),organization,1,1,59,Predecessor=1
26083762,Department of State. Agency for International Development. Office of Procurement. (1967 - 1972),organization,1,1,286,Most Recent=1
10536572,Department of State. Agency for International Development. Office of Program Coordination. Free World Aid Division. (1964 - 1966),organization,1,1,286,Most Recent=1
10536415,Department of State. Agency for International Development. Office of Program Coordination. Military Assistance Division. (1964 - 1967),organization,1,1,286,Most Recent=1
10536405,Department of State. Agency for International Development. Office of Program Coordination. UN and Regional Organizations Division. (1966 - 1967),organization,1,1,286,Most Recent=1
10534710,Department of State. Agency for International Development. Office of Program and Policy Coordination. Office of the Associate Administrator for Technical Assistance. Development Administration Division. (1967 - 1969),organization,1,1,286,Most Recent=1
10528183,Department of State. Agency for International Development. Office of Program and Policy Coordination. Office of the Associate Assistant Administrator for Technical Assistance. Education and Human Resources Division. (1967 - 1970),organization,1,1,286,Most Recent=1
10469921,"Department of State. Agency for International Development. Office of Public Safety. Operations Division. Africa, Near East, and South Asia Branch. (11/03/1961 - 1975)",organization,1,1,286,Most Recent=1
10469743,Department of State. Agency for International Development. Office of Public Safety. Operations Division. East Asia Branch. (11/03/1961 - 1975),organization,1,1,286,Most Recent=1
10469744,Department of State. Agency for International Development. Office of Public Safety. Operations Division. Latin America Branch. (11/03/1961 - 1975),organization,1,1,286,Most Recent=1
10469922,Department of State. Agency for International Development. Office of Public Safety. Vietnam Division. (11/03/1961 - 1975),organization,1,1,286,Most Recent=1
10512143,Department of State. Agency for International Development. Office of Technical Cooperation and Research. Institutional and Social Development Service. (1966 - 1967),organization,1,1,286,Most Recent=1
10507462,Department of State. Agency for International Development. Office of Technical Cooperation and Research. Institutional and Social Development Service. Communications Resources Branch. (ca. 1966 - ca. 06/1967),organization,1,1,286,Most Recent=1
10512396,Department of State. Agency for International Development. Office of Technical Cooperation and Research. Office of Research and Analysis. (1964 - 1965),organization,1,1,286,Most Recent=1
10535692,Department of State. Agency for International Development. Office of the Administrator. (11/04/1961 - 10/01/1979),organization,1,1,286,Most Recent=1
10526697,Department of State. Agency for International Development. Office of the Assistant Administrator for Administration. Office of the Controller. (11/04/1961 - ca. 1962),organization,1,1,286,Most Recent=1
25361645,Department of State. Agency for International Development. Office of the Assistant Administrator for Administration. Office of the Controller. Budget Division. (11/04/1961 - ca. 1962),organization,1,1,286,Most Recent=1
26082673,Department of State. Agency for International Development. Office of the Assistant Administrator for Administration. Office of the Controller. Financial Review Division. (1963 - 02/17/1972),organization,1,1,286,Most Recent=1
10508097,Department of State. Agency for International Development. Office of the Assistant Administrator for Administration. Office of the Controller. Office of the European Area Controller. (11/04/1961 - ca. 1962),organization,1,1,286,Most Recent=1
10498041,Department of State. Agency for International Development. Office of the Assistant Administrator of Administration. Office of Management Planning. Administrative Operations Division. Manuals and AID Issuances. (1963 - 1966),organization,1,1,286,Predecessor=1
10525931,Department of State. Agency for International Development. Office of the Auditor General. Office of the Area Auditor General / Washington. (1976 - 10/01/1979),organization,1,1,286,Most Recent=1
10507947,Department of State. Agency for International Development. Office of the Controller. Office of the European Area Controller. (ca. 1963 - 1963),organization,1,1,286,Most Recent=1
10534409,Department of State. Agency for International Development. Office of the War on Hunger. AID Research and Institutional Grants Staff. (1967 - ca. 1969),organization,1,1,286,Most Recent=1
10535441,Department of State. Agency for International Development. Office of the War on Hunger. Food for Freedom Service. Food for Development Division. (03/02/1967 - 1969),organization,1,1,286,Most Recent=1
10526748,Department of State. Agency for International Development. Program Coordination Staff. (1963 - 1964),organization,1,1,286,Most Recent=1
10536414,Department of State. Agency for International Development. Program Coordination Staff. Military Assistance Division. (1963 - 1964),organization,1,1,286,Most Recent=1
10506927,Department of State. Agency for International Development. Research and Evaluation Division. Technical Assistance Study Group. Task Force on Orientation and Training. (11/04/1961 - ca. 04/1962),organization,1,1,286,Most Recent=1
10535841,Department of State. Agency for International Development. Research and Evaluation Staff. Science Conference Staff. (1962 - 1963),organization,1,1,286,Most Recent=1
